Pakorn's Kitchen,"DOESN'T MATTER THE NATION YOU COME FROM..... YOU HAVE TO EAT HERE!!!

SPICY IS A TRADITION OF THAILAND. IF YOU DON'T  EAT SPICY DON'T COME TO THAILAND.

We are a couple from Italy and we ordered 5 different dishes and 1 large beer.
I cannot...",stonebm
Pakorn's Kitchen,"Dear Aalia
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Arvid B
Pakorn's Kitchen,"Delicious and authentic thai food. Very good service, the chef is sweet and friendly. There is a good atmosphere!","Nottingham, United Kingdom"
Pakorn's Kitchen,"English:

Me and 3 friends have been to Pakorn's kitchen on a regular wednesday.

Pakorn, the owner of the restaurant, was welcoming us with a big smile and introduced himself directly to us.

We felt really comfortable and the food we ate was just amazing!...",Matthew P
Pakorn's Kitchen,"When I went to Chiang Mai, I ended up eating at this great and fantastic restaurant four nights in a row. I can really recommend it as the food is good and the ones working there are really polite and helpful.",aserbeth
Pakorn's Kitchen,"Dear Arvid B
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Andy E
Pakorn's Kitchen,"If you are looking for an authentic local restaurant, serving simple local dishes then this is the place to be. The owner/chef Pakorn is so accommodating and I let him decide for me. He suggested I start with Chicken Noodle with Coconut soup. The broth...","Rome, Italy"
Pakorn's Kitchen,Was just walking by and thought we would  give it a try ended up being the best food we have had in in tailand!,NichaphatH
Pakorn's Kitchen,"Pakorn, who speaks english, is always customizing your dish to your tastes...ive eaten here dozens of times on numerous trips.  Custom food that doesnt hurt the wallet☆",camilach90
Pakorn's Kitchen,"Dear Matthew
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",mmaaaarrjjaa
Pakorn's Kitchen,A must eating place if you're looking for a local Thai food corner. Local price and simply delicious. The guys cook in front of you. Hygiene garanti. Enjoy your meal ;),Laura T
Pakorn's Kitchen,"My friend showed me this place and I'm glad he did, it's an excellent kitchen.

The cook is very friendly and accommodating. He speaks English well enough and is very attentive to his customers.

Prices are extremely reasonable, yet service is prompt and the food...","Tallinn, Estonia"
Pakorn's Kitchen,"Dear Andy
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Alturnn00001
Pakorn's Kitchen,"Dear RaemieNeirbo
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","Dubai, United Arab Emirates"
Pakorn's Kitchen,Best pad thai with chicken we had in Thailand. And all the other dishes we tried were delicious too. You can feel real love for the food in this place. We went there 3 times! Closes at 10 pm. Cheap prices.,StenoSte
Pakorn's Kitchen,"Dear StenoSte
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","Florence, Italy"
Pakorn's Kitchen,"Dear Bruce 
       Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
        Pakorn
    Chef & Owner","Chiang Mai, Thailand"
Pakorn's Kitchen,"We were in Chiang Mai for a week and stayed at a nearby guesthouse. We ate at Pakorn's Kitchen multiple times to try all the different dishes - the menu is very big! 

Pakorn has excellent English and is so much fun. There are menus...",lesley c
Pakorn's Kitchen,Thanks to fellow Tripadvisor reviewers as otherwise I would not have headed toward Pakorn and would have missed out on the delicious and inexpensive Thai food here. It's next to the Sugar bar (club?). I ordered vegetable pad thai which was very fresh and a...,middleterra
Pakorn's Kitchen,"Dear LChen101
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","New York City, New York"
Pakorn's Kitchen,"Dear Middleterra
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",MASandTDS
Pakorn's Kitchen,"Amazing authentic Thai food at very reasonable prices. We ordered the shrimp curry, pad thai and coconut shrimp soup and our meal came out to ~15 USD. The chef's kitchen is right next to the tables so it was fun to watch prepared our meal...",yc9469
Pakorn's Kitchen,We arrived and were offered upmarket plastic garden chairs instead of wooden stools on a pavement table at this very small onstreet restaurant. A fan kept us cool on this hot evening. Owner was extremely helpful in guiding us in excellent English to not so...,"Exeter, United Kingdom"
Pakorn's Kitchen,"Dear YC9469
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","New York City, New York"
Pakorn's Kitchen,"Dear MASandTDS
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",TheNewEnglandGirl
Pakorn's Kitchen,Food is absolutely amazing here!! Highly recommend this restaurant. It is also quite cheap! The chef is very friendly and accommodating to my friend that has allergies against shellfish.,RichardR4451
Pakorn's Kitchen,"Stumbled across this gem off the beaten path. Best Pad Thai! I think it was like 40 Baht and a decent portion. Wanted to make it back, but unfortunately never did.",New England
Pakorn's Kitchen,"Dear Richard
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Lily M
Pakorn's Kitchen,"Dear TheNewEnglandGirl
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",LaLa313
Pakorn's Kitchen,"After 4 days in Bangkok & 3 days in Chiang Mai, this was the best Thai food Ever! Pad Thai Chicken, Tom Yum Kang (broth to die for), basil chicken were our ordered items. Pakorn likes to chat with his customers, is so nice, and...","Lihue, Hawaii"
Pakorn's Kitchen,"Dear Kristen
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Frederic K
Pakorn's Kitchen,"Dear LFish808
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",auggy808
Pakorn's Kitchen,Pakora food is custom prepared to the customer's spice level. Great food. Great prices. We will return.,Chris S
Pakorn's Kitchen,"Dear Frederic
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","Salon-de-Provence, Provence-Alpes-Côte d'Azur, France"
Pakorn's Kitchen,"Was close to the hotel. 
And was an awesome place ! Great and cheap food, we came everyday!!!
So so good! Will come again for sure !!!",yuvalw2013
Pakorn's Kitchen,"Dear Chirs
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","Pardes Hanna Karkur, Israel"
Pakorn's Kitchen,"Thank you for finding us via ""Trip advisor""...we're always very delighted to have people like you as customers for it shows that we are doing something right and sucessful!Please come back again and tell others about us through Trip advisor or through word of mouth.Thank...","Perth, Australia"
Pakorn's Kitchen,"Pakorn’s kitchen is exactly what I’m looking for when I arrive to a new place.  Real local, diverse menu of top quality Thai dishes made with passion and a great touch. 
Service is very welcoming, flexible to cater for vegetarian and children preferences.
And all...",Thomas S
